0,1,2,3,4,5
17107.0,157023.0,137739.0,8424.0,1746027544.7649305,0.0
17107.0,157125.0,137799.0,8448.0,1746027544.7649307,0.0
17107.0,157175.0,137810.0,8483.0,1746027544.7649312,0.0
17125.0,157081.0,137814.0,8458.0,1746027544.868665,0.0
17125.0,156928.0,137719.0,8410.0,1746027544.8686655,0.0
17142.0,156927.0,137725.0,8390.0,1746027544.973078,0.0
17142.0,156969.0,137765.0,8382.0,1746027544.9730785,0.0
17142.0,157028.0,137789.0,8383.0,1746027544.9730787,0.0
17159.0,157082.0,137831.0,8420.0,1746027545.0726788,0.0
17159.0,157042.0,137792.0,8440.0,1746027545.0726795,0.0
17176.0,157044.0,137806.0,8438.0,1746027545.1777828,0.0
17176.0,156982.0,137749.0,8435.0,1746027545.1777833,0.0
17176.0,156983.0,137766.0,8435.0,1746027545.1777835,0.0
17192.0,156962.0,137749.0,8427.0,1746027545.2874796,0.0
17192.0,157020.0,137758.0,8426.0,1746027545.28748,0.0
17210.0,156996.0,137751.0,8456.0,1746027545.3747926,0.0
17210.0,156958.0,137725.0,8452.0,1746027545.374793,0.0
17210.0,156871.0,137706.0,8414.0,1746027545.3747933,0.0
17226.0,156817.0,137696.0,8379.0,1746027545.4805055,0.0
17226.0,156850.0,137739.0,8358.0,1746027545.4805057,0.0
17226.0,156913.0,137784.0,8371.0,1746027545.480506,0.0
17241.0,156953.0,137762.0,8396.0,1746027545.57774,0.0
17241.0,156810.0,137674.0,8392.0,1746027545.5777402,0.0
17257.0,156752.0,137626.0,8393.0,1746027545.6824234,0.0
17257.0,156780.0,137655.0,8396.0,1746027545.6824236,0.0
17257.0,156792.0,137666.0,8389.0,1746027545.682424,0.0
17275.0,156775.0,137658.0,8385.0,1746027545.7803366,0.0
17275.0,156721.0,137611.0,8391.0,1746027545.7803369,0.0
17291.0,156760.0,137625.0,8403.0,1746027545.8882155,0.0
17291.0,156591.0,137533.0,8383.0,1746027545.8882158,0.0
17291.0,156500.0,137503.0,8331.0,1746027545.888216,0.0
17307.0,156419.0,137493.0,8282.0,1746027545.9807806,0.0
17307.0,156420.0,137526.0,8247.0,1746027545.9807808,0.0
17323.0,156369.0,137489.0,8243.0,1746027546.0909967,0.0
17323.0,156234.0,137426.0,8230.0,1746027546.0909972,0.0
17323.0,156151.0,137374.0,8202.0,1746027546.0909977,0.0
17340.0,156196.0,137390.0,8232.0,1746027546.1864607,0.0
17340.0,156131.0,137340.0,8221.0,1746027546.1864612,0.0
17356.0,156128.0,137357.0,8194.0,1746027546.2947984,0.0
17356.0,156048.0,137304.0,8188.0,1746027546.2947989,0.0
17356.0,156062.0,137296.0,8203.0,1746027546.294799,0.0
17373.0,156112.0,137328.0,8196.0,1746027546.3894188,0.0
17373.0,155898.0,137183.0,8206.0,1746027546.3894193,0.0
17388.0,155881.0,137209.0,8169.0,1746027546.49335,0.0
17388.0,155742.0,137154.0,8115.0,1746027546.4933505,0.0
17388.0,155737.0,137165.0,8092.0,1746027546.4933507,0.0
