0,1,2,3,4,5
10414.0,0.030124,0.0,0.0,1745636139.9386313,0.0
10430.0,0.030124,30.33,27.795,1745636140.038977,0.0
10430.0,0.030124,30.33,27.795,1745636140.0389812,0.0
10448.0,0.030124,30.32,27.795,1745636140.1393018,0.0
10462.0,0.030124,30.32,27.795,1745636140.2410152,0.0
10462.0,0.030124,30.32,27.795,1745636140.2410195,0.0
10479.0,0.030124,30.245,27.728,1745636140.3427744,0.0
10496.0,0.030124,30.319,27.728,1745636140.4458065,0.0
10496.0,0.030124,30.319,27.728,1745636140.445811,0.0
10513.0,0.030124,30.28,27.71,1745636140.544474,0.0
10527.0,0.030124,30.28,27.71,1745636140.648455,0.0
10527.0,0.030124,30.28,27.71,1745636140.6484592,0.0
10544.0,0.030124,30.192,27.71,1745636140.744187,0.0
10561.0,0.030124,30.189,27.79,1745636140.8503506,0.0
10561.0,0.030124,30.189,27.79,1745636140.850355,0.0
10578.0,0.030124,30.188,27.79,1745636140.9451125,0.0
10592.0,0.030124,30.188,27.79,1745636141.054236,0.0
10592.0,0.030124,30.188,27.79,1745636141.0542405,0.0
10610.0,0.030124,30.188,27.658,1745636141.1518197,0.0
10626.0,0.030123,30.223,27.658,1745636141.2575388,0.0
10626.0,0.030123,30.223,27.658,1745636141.2575433,0.0
10643.0,0.030123,30.274,27.744,1745636141.3584864,0.0
10659.0,0.030123,30.26,27.744,1745636141.459514,0.0
10659.0,0.030123,30.26,27.744,1745636141.4595182,0.0
10675.0,0.030124,30.26,27.744,1745636141.5573745,0.0
10691.0,0.030124,30.254,27.8,1745636141.6630025,0.0
10691.0,0.030123,30.254,27.8,1745636141.6630068,0.0
10709.0,0.030123,30.287,27.8,1745636141.7714071,0.0
10709.0,0.030123,30.287,27.8,1745636141.7714117,0.0
10725.0,0.030123,30.16,27.736,1745636141.861223,0.0
10740.0,0.030123,30.16,27.736,1745636141.9652228,0.0
10740.0,0.030123,30.16,27.736,1745636141.9652276,0.0
10756.0,0.030123,30.282,27.743,1745636142.0711393,0.0
10774.0,0.030123,30.264,27.81,1745636142.1704588,0.0
10774.0,0.030123,30.264,27.81,1745636142.170464,0.0
10790.0,0.030123,30.221,27.81,1745636142.2720895,0.0
10805.0,0.030123,30.221,27.81,1745636142.371695,0.0
10805.0,0.030123,30.221,27.81,1745636142.371699,0.0
10822.0,0.030123,30.308,27.665,1745636142.476116,0.0
10839.0,0.030123,30.311,27.658,1745636142.572054,0.0
10839.0,0.030123,30.311,27.658,1745636142.572058,0.0
10855.0,0.030123,30.241,27.666,1745636142.6778724,0.0
10871.0,0.030123,30.241,27.666,1745636142.7777033,0.0
10871.0,0.030123,30.241,27.666,1745636142.7777076,0.0
10887.0,0.030123,30.246,27.674,1745636142.8795035,0.0
10904.0,0.030123,30.284,27.779,1745636142.979488,0.0
10904.0,0.030123,30.284,27.779,1745636142.979492,0.0
10920.0,0.030123,30.229,27.779,1745636143.0808032,0.0
10936.0,0.030123,30.229,27.779,1745636143.1844556,0.0
10936.0,0.030123,30.229,27.779,1745636143.18446,0.0
10952.0,0.030123,30.241,27.763,1745636143.285522,0.0
10969.0,0.030123,30.211,27.763,1745636143.389294,0.0
10969.0,0.030123,30.211,27.763,1745636143.3892984,0.0
10986.0,0.030123,30.233,27.779,1745636143.492306,0.0
11002.0,0.030123,30.243,27.779,1745636143.588704,0.0
11002.0,0.030123,30.243,27.779,1745636143.5887089,0.0
11017.0,0.030123,30.243,27.779,1745636143.6903021,0.0
11035.0,0.030123,30.247,27.696,1745636143.791473,0.0
11035.0,0.030123,30.247,27.696,1745636143.791477,0.0
11051.0,0.030123,30.284,27.696,1745636143.8982809,0.0
11067.0,0.030123,30.229,27.696,1745636143.9934132,0.0
11067.0,0.030123,30.229,27.696,1745636143.9934173,0.0
11083.0,0.030123,30.229,27.758,1745636144.099027,0.0
11083.0,0.030123,30.229,27.758,1745636144.0990312,0.0
11100.0,0.030123,30.276,27.758,1745636144.1940436,0.0
11116.0,0.030123,30.261,27.688,1745636144.3057895,0.0
11116.0,0.030123,30.261,27.688,1745636144.3057938,0.0
11133.0,0.030123,30.22,27.688,1745636144.395556,0.0
11150.0,0.030123,30.22,27.688,1745636144.5008023,0.0
11150.0,0.030123,30.22,27.688,1745636144.5008063,0.0
11167.0,0.030123,30.272,27.729,1745636144.6056616,0.0
11183.0,0.030123,30.295,27.729,1745636144.7041914,0.0
11183.0,0.030123,30.295,27.729,1745636144.7041957,0.0
11202.0,0.030123,30.234,27.735,1745636144.8459604,0.0
11202.0,0.030123,30.234,27.735,1745636144.8459644,0.0
11218.0,0.030123,30.208,27.735,1745636144.9443045,0.0
11233.0,0.030123,30.208,27.735,1745636145.044765,0.0
