0,1,2,3,4,5,6,7,8,9,10,11
17584.0,-0.468,-0.471,0.778,4.639,-1.099,0.854,13.0,-20.0,34.0,1746027547.610695,0.0
17601.0,-0.479,-0.46,0.742,2.472,0.397,-0.488,13.0,-20.0,35.0,1746027547.7138083,0.0
17601.0,-0.409,-0.462,0.815,-2.197,-2.991,-6.317,11.0,-21.0,35.0,1746027547.7138088,0.0
17601.0,-0.37,-0.471,0.837,-4.425,-6.989,-9.155,13.0,-20.0,34.0,1746027547.7138093,0.0
17622.0,-0.388,-0.48,0.81,-0.916,-0.031,-2.35,13.0,-20.0,34.0,1746027547.8154423,0.0
17622.0,-0.44,-0.446,0.788,3.204,5.554,6.226,13.0,-20.0,35.0,1746027547.8154428,0.0
17622.0,-0.457,-0.432,0.8,6.134,5.341,7.69,13.0,-20.0,34.0,1746027547.8154433,0.0
17638.0,-0.446,-0.472,0.772,3.662,4.089,1.617,12.0,-21.0,35.0,1746027547.9176943,0.0
17638.0,-0.465,-0.484,0.75,0.946,3.998,-1.129,13.0,-20.0,35.0,1746027547.9176948,0.0
17653.0,-0.481,-0.462,0.756,1.892,3.143,0.214,12.0,-20.0,35.0,1746027548.0186715,0.0
17653.0,-0.462,-0.461,0.764,-0.122,0.61,-2.167,13.0,-21.0,34.0,1746027548.0186715,0.0
17653.0,-0.453,-0.465,0.787,1.465,-1.648,-3.113,12.0,-20.0,35.0,1746027548.018672,0.0
17670.0,-0.447,-0.464,0.768,1.862,-1.343,-3.662,12.0,-21.0,35.0,1746027548.1209636,0.0
17670.0,-0.43,-0.478,0.794,0.0,-2.808,-5.219,13.0,-22.0,34.0,1746027548.120964,0.0
17689.0,-0.427,-0.47,0.776,0.916,-3.326,-3.632,12.0,-20.0,35.0,1746027548.2182467,0.0
17689.0,-0.416,-0.46,0.802,0.122,-4.883,-2.106,13.0,-20.0,34.0,1746027548.2182472,0.0
17689.0,-0.413,-0.464,0.81,0.885,-6.256,-0.336,13.0,-19.0,35.0,1746027548.2182474,0.0
17705.0,-0.429,-0.444,0.81,1.801,-5.219,1.648,13.0,-22.0,35.0,1746027548.322163,0.0
17705.0,-0.423,-0.47,0.803,-0.854,-3.998,1.099,12.0,-20.0,34.0,1746027548.3221636,0.0
17722.0,-0.425,-0.476,0.775,-2.899,-3.967,0.488,11.0,-19.0,36.0,1746027548.4266815,0.0
17722.0,-0.422,-0.483,0.792,-3.571,-3.357,1.282,13.0,-20.0,34.0,1746027548.426682,0.0
17722.0,-0.423,-0.485,0.782,-0.732,-3.265,2.96,13.0,-20.0,35.0,1746027548.4266825,0.0
17737.0,-0.437,-0.454,0.781,-1.129,-2.167,4.364,13.0,-20.0,35.0,1746027548.5226357,0.0
17737.0,-0.427,-0.469,0.77,-1.495,-2.136,3.479,12.0,-20.0,35.0,1746027548.522636,0.0
17754.0,-0.429,-0.496,0.822,0.153,-3.51,2.045,12.0,-20.0,34.0,1746027548.6240852,0.0
17754.0,-0.428,-0.469,0.789,-0.305,-2.563,1.892,12.0,-20.0,35.0,1746027548.6240857,0.0
17754.0,-0.444,-0.427,0.768,-1.373,3.693,2.991,12.0,-20.0,35.0,1746027548.624086,0.0
17771.0,-0.419,-0.487,0.793,0.305,0.183,-1.312,11.0,-19.0,34.0,1746027548.725208,0.0
17771.0,-0.42,-0.476,0.785,2.197,-2.93,-3.906,12.0,-19.0,35.0,1746027548.7252083,0.0
17790.0,-0.415,-0.468,0.819,2.93,0.946,-0.061,12.0,-19.0,35.0,1746027548.8405056,0.0
17790.0,-0.428,-0.481,0.778,0.763,0.916,0.153,13.0,-20.0,35.0,1746027548.840506,0.0
17790.0,-0.426,-0.461,0.791,2.045,2.045,0.763,12.0,-20.0,35.0,1746027548.8405063,0.0
17804.0,-0.429,-0.471,0.784,0.488,1.801,0.0,12.0,-19.0,35.0,1746027548.9263763,0.0
17804.0,-0.433,-0.479,0.796,2.106,1.434,-0.427,13.0,-20.0,36.0,1746027548.9263768,0.0
17822.0,-0.442,-0.461,0.766,2.686,2.655,0.183,13.0,-20.0,35.0,1746027549.0291827,0.0
17822.0,-0.442,-0.455,0.777,3.601,1.648,0.061,13.0,-20.0,35.0,1746027549.029183,0.0
17822.0,-0.422,-0.486,0.799,3.51,-0.702,-2.38,12.0,-20.0,35.0,1746027549.0291831,0.0
17838.0,-0.429,-0.471,0.794,2.289,-0.946,-3.082,13.0,-20.0,36.0,1746027549.1363208,0.0
17838.0,-0.434,-0.466,0.768,0.824,2.747,-1.16,12.0,-20.0,35.0,1746027549.136321,0.0
17838.0,-0.429,-0.471,0.801,1.556,-0.122,-1.16,13.0,-20.0,34.0,1746027549.1363213,0.0
17855.0,-0.41,-0.476,0.791,0.732,-1.617,-1.556,12.0,-20.0,34.0,1746027549.2401636,0.0
17855.0,-0.409,-0.479,0.826,0.153,-1.801,0.458,12.0,-19.0,34.0,1746027549.240164,0.0
17871.0,-0.445,-0.457,0.778,-0.122,1.434,3.632,12.0,-22.0,33.0,1746027549.3357463,0.0
17871.0,-0.453,-0.458,0.783,-3.296,3.265,2.899,11.0,-20.0,34.0,1746027549.3357468,0.0
17871.0,-0.445,-0.468,0.753,-2.686,2.808,-0.702,12.0,-20.0,34.0,1746027549.3357472,0.0
17889.0,-0.433,-0.478,0.776,-1.801,-0.031,-2.838,12.0,-21.0,35.0,1746027549.437645,0.0
17889.0,-0.433,-0.478,0.77,0.793,-1.221,-1.801,13.0,-20.0,35.0,1746027549.4376454,0.0
17905.0,-0.434,-0.481,0.774,3.784,-0.916,-1.251,12.0,-19.0,34.0,1746027549.538628,0.0
17905.0,-0.423,-0.509,0.812,4.456,-1.862,-0.122,13.0,-19.0,34.0,1746027549.538628,0.0
17905.0,-0.428,-0.463,0.784,1.312,-2.869,2.045,12.0,-21.0,36.0,1746027549.5386283,0.0
17923.0,-0.435,-0.452,0.785,-1.801,2.838,5.28,13.0,-20.0,33.0,1746027549.677312,0.0
17923.0,-0.449,-0.484,0.768,-2.899,0.427,2.991,13.0,-20.0,36.0,1746027549.677312,0.0
17923.0,-0.447,-0.461,0.764,0.0,0.183,0.244,11.0,-20.0,34.0,1746027549.6773124,0.0
17944.0,-0.431,-0.465,0.786,0.305,0.397,-0.244,13.0,-19.0,34.0,1746027549.7789807,0.0
17944.0,-0.43,-0.483,0.775,0.946,-1.495,-1.556,11.0,-19.0,33.0,1746027549.7789812,0.0
17944.0,-0.436,-0.465,0.794,2.96,-1.19,-0.336,12.0,-21.0,34.0,1746027549.7789814,0.0
17959.0,-0.43,-0.475,0.779,1.648,-0.977,-0.397,12.0,-20.0,34.0,1746027549.8733468,0.0
17959.0,-0.42,-0.484,0.797,0.671,-1.892,-1.282,13.0,-19.0,35.0,1746027549.8733473,0.0
17975.0,-0.428,-0.467,0.791,0.854,-0.763,0.61,12.0,-20.0,36.0,1746027549.979102,0.0
17975.0,-0.428,-0.472,0.794,0.397,0.031,2.167,11.0,-20.0,35.0,1746027549.9791024,0.0
17975.0,-0.427,-0.485,0.787,-1.587,0.366,1.495,11.0,-20.0,35.0,1746027549.9791028,0.0
17993.0,-0.446,-0.458,0.773,-0.183,1.831,3.113,13.0,-20.0,35.0,1746027550.0799956,0.0
17993.0,-0.448,-0.476,0.786,0.671,2.136,2.808,12.0,-21.0,35.0,1746027550.079996,0.0
17993.0,-0.449,-0.47,0.764,-0.214,0.671,0.0,11.0,-21.0,35.0,1746027550.0799963,0.0
18011.0,-0.443,-0.461,0.772,1.068,0.854,-1.221,11.0,-20.0,36.0,1746027550.1842997,0.0
18011.0,-0.433,-0.473,0.801,2.533,-0.61,-2.319,13.0,-20.0,35.0,1746027550.1843,0.0
18026.0,-0.44,-0.478,0.756,0.275,4.486,-4.089,11.0,-20.0,34.0,1746027550.2849383,0.0
18026.0,-0.439,-0.468,0.787,0.549,6.958,-4.395,13.0,-20.0,34.0,1746027550.2849388,0.0
18026.0,-0.434,-0.487,0.772,1.984,1.495,-2.869,13.0,-21.0,34.0,1746027550.2849393,0.0
18043.0,-0.446,-0.486,0.782,0.732,0.946,-2.136,13.0,-20.0,34.0,1746027550.3885174,0.0
18043.0,-0.45,-0.482,0.75,0.031,1.312,-0.854,11.0,-21.0,35.0,1746027550.3885176,0.0
18043.0,-0.448,-0.476,0.781,0.427,0.336,-0.916,12.0,-21.0,34.0,1746027550.388518,0.0
18060.0,-0.444,-0.487,0.773,0.641,-1.282,-1.648,12.0,-20.0,34.0,1746027550.4816732,0.0
18060.0,-0.44,-0.483,0.771,-0.702,-0.061,-1.678,11.0,-22.0,34.0,1746027550.4816737,0.0
18076.0,-0.442,-0.48,0.768,-0.732,0.0,-0.58,11.0,-21.0,33.0,1746027550.588618,0.0
18076.0,-0.446,-0.468,0.77,1.556,-0.092,-0.336,12.0,-21.0,35.0,1746027550.5886183,0.0
18076.0,-0.441,-0.489,0.786,2.502,-0.488,-1.099,11.0,-21.0,34.0,1746027550.5886185,0.0
18092.0,-0.444,-0.48,0.747,1.16,-0.214,-1.953,11.0,-21.0,34.0,1746027550.690495,0.0
18092.0,-0.429,-0.496,0.795,1.953,-0.183,-2.014,12.0,-20.0,34.0,1746027550.6904955,0.0
18108.0,-0.435,-0.49,0.771,1.465,-1.892,-0.61,11.0,-20.0,34.0,1746027550.7927608,0.0
18108.0,-0.437,-0.476,0.781,0.366,0.183,0.549,12.0,-20.0,34.0,1746027550.7927616,0.0
18108.0,-0.437,-0.486,0.777,0.702,-0.58,0.824,12.0,-21.0,35.0,1746027550.792762,0.0
18125.0,-0.435,-0.481,0.774,1.556,-1.251,0.702,12.0,-21.0,34.0,1746027550.890555,0.0
18125.0,-0.446,-0.481,0.779,0.793,-0.031,1.038,12.0,-22.0,34.0,1746027550.8905551,0.0
18141.0,-0.446,-0.474,0.767,0.671,-0.336,0.427,13.0,-20.0,33.0,1746027550.991698,0.0
18141.0,-0.445,-0.486,0.773,0.427,-0.183,-1.282,12.0,-20.0,34.0,1746027550.9916985,0.0
18141.0,-0.437,-0.489,0.761,0.366,-0.977,-1.587,12.0,-20.0,34.0,1746027550.9916987,0.0
18159.0,-0.435,-0.493,0.779,1.312,-0.427,-1.007,11.0,-21.0,34.0,1746027551.103414,0.0
18159.0,-0.432,-0.485,0.78,1.74,-1.556,0.305,12.0,-20.0,34.0,1746027551.1034143,0.0
18173.0,-0.438,-0.471,0.78,0.824,-0.549,1.526,11.0,-20.0,34.0,1746027551.1931553,0.0
18173.0,-0.437,-0.478,0.788,1.556,-0.214,1.709,11.0,-22.0,34.0,1746027551.1931555,0.0
18173.0,-0.442,-0.481,0.769,1.19,-0.031,0.916,12.0,-21.0,34.0,1746027551.1931558,0.0
18190.0,-0.441,-0.489,0.771,1.343,0.824,0.977,12.0,-20.0,35.0,1746027551.2945044,0.0
18190.0,-0.451,-0.48,0.761,1.617,-0.061,1.678,12.0,-21.0,36.0,1746027551.294505,0.0
18207.0,-0.44,-0.485,0.787,2.319,-0.336,2.014,12.0,-20.0,34.0,1746027551.4015985,0.0
18207.0,-0.447,-0.474,0.764,2.35,-0.824,1.282,12.0,-20.0,35.0,1746027551.4015987,0.0
18207.0,-0.447,-0.478,0.778,1.587,-0.275,1.038,13.0,-21.0,35.0,1746027551.4015987,0.0
18224.0,-0.446,-0.474,0.774,1.587,-0.122,0.061,12.0,-21.0,34.0,1746027551.503345,0.0
18224.0,-0.445,-0.468,0.769,1.526,-0.153,-0.854,11.0,-21.0,34.0,1746027551.5033453,0.0
18224.0,-0.44,-0.482,0.786,2.93,-1.068,-1.526,13.0,-21.0,34.0,1746027551.5033455,0.0
18238.0,-0.45,-0.491,0.792,3.418,-0.641,-1.801,12.0,-21.0,34.0,1746027551.5993981,0.0
18238.0,-0.456,-0.497,0.74,-0.763,6.104,-2.106,12.0,-20.0,33.0,1746027551.5993984,0.0
18256.0,-0.466,-0.472,0.762,0.305,4.608,-2.167,11.0,-20.0,34.0,1746027551.7060213,0.0
18256.0,-0.441,-0.489,0.768,3.876,0.183,-3.387,11.0,-20.0,34.0,1746027551.7060215,0.0
18256.0,-0.427,-0.486,0.79,2.502,-0.275,-4.639,13.0,-22.0,34.0,1746027551.706022,0.0
18272.0,-0.42,-0.471,0.777,2.35,0.702,-2.747,13.0,-21.0,34.0,1746027551.8051913,0.0
18272.0,-0.42,-0.474,0.806,3.479,-1.343,1.434,13.0,-20.0,35.0,1746027551.8051915,0.0
18289.0,-0.456,-0.446,0.8,5.768,-1.343,7.294,12.0,-20.0,35.0,1746027551.9064655,0.0
18289.0,-0.468,-0.453,0.763,3.052,1.923,7.172,13.0,-20.0,33.0,1746027551.9064658,0.0
18289.0,-0.469,-0.466,0.764,0.977,1.892,1.831,13.0,-22.0,34.0,1746027551.906466,0.0
18303.0,-0.452,-0.476,0.775,1.709,-1.648,-2.045,12.0,-21.0,34.0,1746027552.005766,0.0
18303.0,-0.436,-0.49,0.771,-0.122,-2.014,-4.089,13.0,-21.0,34.0,1746027552.0057664,0.0
18321.0,-0.434,-0.477,0.79,-0.519,-2.747,-1.709,13.0,-20.0,36.0,1746027552.1114392,0.0
18321.0,-0.433,-0.477,0.778,-1.648,-3.052,0.641,12.0,-21.0,34.0,1746027552.1114397,0.0
18321.0,-0.433,-0.483,0.787,-1.129,-2.899,3.021,13.0,-21.0,34.0,1746027552.1114397,0.0
18337.0,-0.445,-0.479,0.764,-1.221,-0.885,6.134,13.0,-21.0,34.0,1746027552.2099707,0.0
18337.0,-0.453,-0.473,0.764,-0.732,-1.77,7.233,13.0,-20.0,36.0,1746027552.209971,0.0
18354.0,-0.445,-0.474,0.78,-0.153,-2.838,6.348,12.0,-20.0,34.0,1746027552.311094,0.0
18354.0,-0.449,-0.452,0.789,-0.793,-3.479,5.737,12.0,-21.0,34.0,1746027552.3110943,0.0
18354.0,-0.452,-0.453,0.79,-0.702,-2.35,4.7,14.0,-22.0,35.0,1746027552.3110943,0.0
18369.0,-0.451,-0.454,0.781,-0.305,-2.197,2.991,13.0,-22.0,34.0,1746027552.4185317,0.0
18369.0,-0.438,-0.469,0.778,-1.526,-2.197,0.763,13.0,-21.0,34.0,1746027552.418532,0.0
18369.0,-0.459,-0.46,0.766,1.617,-1.709,1.831,13.0,-20.0,34.0,1746027552.4185324,0.0
18388.0,-0.468,-0.461,0.764,5.737,0.061,3.693,13.0,-21.0,35.0,1746027552.519136,0.0
18388.0,-0.471,-0.45,0.767,5.615,-1.862,2.197,13.0,-21.0,36.0,1746027552.5191364,0.0
18404.0,-0.444,-0.451,0.806,5.676,-2.808,-1.007,13.0,-21.0,35.0,1746027552.6170783,0.0
18404.0,-0.437,-0.47,0.795,2.747,-1.984,-4.059,12.0,-21.0,34.0,1746027552.6170788,0.0
18404.0,-0.443,-0.467,0.781,0.916,1.526,-4.211,12.0,-21.0,35.0,1746027552.6170793,0.0
18422.0,-0.441,-0.47,0.788,0.061,1.648,-1.74,14.0,-21.0,35.0,1746027552.72195,0.0
18422.0,-0.445,-0.463,0.776,1.251,-0.549,0.458,13.0,-21.0,35.0,1746027552.7219503,0.0
18422.0,-0.446,-0.451,0.801,2.472,-1.221,0.732,14.0,-21.0,34.0,1746027552.7219505,0.0
18437.0,-0.446,-0.446,0.808,2.228,-0.519,0.122,13.0,-21.0,35.0,1746027552.8239553,0.0
18437.0,-0.448,-0.463,0.788,1.404,2.136,-1.831,13.0,-20.0,36.0,1746027552.823956,0.0
18453.0,-0.46,-0.465,0.775,2.289,3.632,-2.289,13.0,-21.0,36.0,1746027552.931928,0.0
18453.0,-0.451,-0.473,0.755,0.397,4.73,-3.326,13.0,-20.0,35.0,1746027552.9319284,0.0
18453.0,-0.447,-0.461,0.777,0.092,1.587,-3.204,13.0,-21.0,35.0,1746027552.9319286,0.0
18469.0,-0.437,-0.466,0.784,2.38,-2.197,-2.655,14.0,-21.0,35.0,1746027553.0259936,0.0
18469.0,-0.448,-0.456,0.77,5.249,-1.068,-0.702,13.0,-22.0,34.0,1746027553.025994,0.0
18489.0,-0.453,-0.456,0.807,6.531,-4.089,0.214,13.0,-20.0,35.0,1746027553.1269815,0.0
18489.0,-0.432,-0.452,0.818,3.51,-7.69,-1.801,13.0,-20.0,36.0,1746027553.126982,0.0
18489.0,-0.425,-0.472,0.8,-2.777,-4.12,-4.7,14.0,-20.0,34.0,1746027553.1269825,0.0
18505.0,-0.436,-0.472,0.787,-1.282,1.312,-1.19,13.0,-20.0,35.0,1746027553.2416785,0.0
18505.0,-0.45,-0.452,0.785,4.395,1.19,2.533,13.0,-21.0,35.0,1746027553.2416787,0.0
18520.0,-0.451,-0.457,0.786,4.7,2.197,0.885,14.0,-20.0,34.0,1746027553.3250158,0.0
18520.0,-0.433,-0.449,0.805,2.899,-0.549,-1.343,12.0,-21.0,35.0,1746027553.325016,0.0
18520.0,-0.428,-0.46,0.793,-0.031,-0.244,-2.563,13.0,-20.0,35.0,1746027553.3250165,0.0
18537.0,-0.441,-0.456,0.783,1.709,1.068,-0.305,12.0,-22.0,35.0,1746027553.4308312,0.0
18537.0,-0.443,-0.453,0.782,2.777,1.373,1.343,13.0,-21.0,35.0,1746027553.4308314,0.0
18554.0,-0.45,-0.449,0.801,4.761,1.343,1.678,13.0,-22.0,35.0,1746027553.533346,0.0
18554.0,-0.438,-0.454,0.772,6.042,1.709,0.427,13.0,-20.0,35.0,1746027553.5333464,0.0
18554.0,-0.445,-0.44,0.803,7.996,1.648,-0.153,13.0,-21.0,35.0,1746027553.533347,0.0
18570.0,-0.458,-0.439,0.801,11.108,0.671,2.502,14.0,-22.0,36.0,1746027553.6365924,0.0
18570.0,-0.458,-0.438,0.778,7.66,2.35,0.0,14.0,-21.0,35.0,1746027553.6365929,0.0
18586.0,-0.449,-0.443,0.784,2.625,0.885,-3.723,14.0,-21.0,34.0,1746027553.7358632,0.0
18586.0,-0.441,-0.458,0.811,2.258,-2.594,-2.38,15.0,-22.0,34.0,1746027553.7358634,0.0
18586.0,-0.433,-0.452,0.785,-1.617,-2.472,-0.641,14.0,-20.0,35.0,1746027553.7358637,0.0
18602.0,-0.439,-0.429,0.818,-1.587,-0.732,1.74,16.0,-22.0,36.0,1746027553.8428023,0.0
18602.0,-0.45,-0.434,0.798,0.366,-0.702,2.838,14.0,-21.0,35.0,1746027553.8428028,0.0
18602.0,-0.469,-0.428,0.764,-1.16,0.061,1.587,14.0,-21.0,34.0,1746027553.8428032,0.0
18619.0,-0.431,-0.457,0.808,-1.953,-3.662,-2.106,14.0,-20.0,36.0,1746027553.9430037,0.0
18619.0,-0.417,-0.453,0.794,-4.211,-7.69,-3.51,14.0,-20.0,36.0,1746027553.943004,0.0
18636.0,-0.417,-0.456,0.836,-2.625,-5.402,1.404,14.0,-21.0,34.0,1746027554.0438852,0.0
18636.0,-0.436,-0.452,0.771,-2.808,-3.387,6.073,14.0,-20.0,34.0,1746027554.0438857,0.0
18636.0,-0.445,-0.433,0.815,-3.296,-1.129,8.514,14.0,-20.0,36.0,1746027554.043886,0.0
18651.0,-0.434,-0.446,0.792,-4.242,-5.157,5.676,13.0,-20.0,34.0,1746027554.1431632,0.0
18651.0,-0.416,-0.464,0.826,-6.958,-4.974,3.693,14.0,-20.0,35.0,1746027554.1431637,0.0
18669.0,-0.427,-0.467,0.776,-5.676,-3.204,5.951,14.0,-20.0,34.0,1746027554.2462673,0.0
