0,1,2,3,4,5,6,7,8,9,10,11
11605.0,-0.101,0.295,0.971,0.854,-0.732,0.122,48.0,-8.0,39.0,1745636147.2820568,0.0
11621.0,-0.103,0.294,0.973,0.854,-0.488,0.061,47.0,-8.0,38.0,1745636147.3841956,0.0
11621.0,-0.102,0.291,0.969,0.885,-0.275,0.0,48.0,-9.0,38.0,1745636147.384196,0.0
11621.0,-0.1,0.294,0.969,0.854,-0.549,0.061,47.0,-9.0,38.0,1745636147.3841963,0.0
11637.0,-0.1,0.292,0.969,0.916,-0.671,0.122,48.0,-8.0,37.0,1745636147.4820716,0.0
11637.0,-0.103,0.291,0.966,0.885,-0.305,0.031,48.0,-9.0,38.0,1745636147.482072,0.0
11653.0,-0.1,0.292,0.97,0.793,-0.214,0.0,49.0,-9.0,38.0,1745636147.5879118,0.0
11653.0,-0.101,0.292,0.97,0.885,-0.885,0.153,47.0,-8.0,38.0,1745636147.587912,0.0
11653.0,-0.101,0.294,0.968,0.885,-0.427,0.031,47.0,-9.0,38.0,1745636147.5879123,0.0
11670.0,-0.102,0.293,0.971,0.824,0.031,-0.092,48.0,-8.0,38.0,1745636147.6842325,0.0
11670.0,-0.102,0.291,0.969,0.916,-0.793,0.122,47.0,-9.0,39.0,1745636147.6842327,0.0
11687.0,-0.103,0.292,0.965,0.885,-0.763,0.153,47.0,-10.0,38.0,1745636147.7885582,0.0
11687.0,-0.102,0.294,0.969,0.793,0.061,-0.092,47.0,-9.0,38.0,1745636147.7885585,0.0
11687.0,-0.1,0.294,0.972,0.854,-0.58,0.122,47.0,-8.0,37.0,1745636147.788559,0.0
11703.0,-0.099,0.289,0.971,0.916,-0.824,0.153,47.0,-9.0,38.0,1745636147.8898706,0.0
11703.0,-0.102,0.292,0.972,0.854,0.031,-0.092,47.0,-10.0,38.0,1745636147.889871,0.0
11718.0,-0.1,0.294,0.966,0.854,-0.366,0.061,48.0,-10.0,39.0,1745636147.9932282,0.0
11718.0,-0.1,0.292,0.964,0.854,-0.977,0.214,47.0,-9.0,38.0,1745636147.9932284,0.0
11718.0,-0.101,0.289,0.97,0.854,-0.153,-0.031,47.0,-9.0,38.0,1745636147.993229,0.0
11735.0,-0.102,0.292,0.967,0.885,-0.092,-0.061,48.0,-9.0,37.0,1745636148.0916564,0.0
11735.0,-0.1,0.295,0.966,0.946,-1.099,0.244,48.0,-9.0,38.0,1745636148.0916567,0.0
11735.0,-0.103,0.293,0.976,0.885,-0.305,0.0,47.0,-10.0,37.0,1745636148.0916572,0.0
11752.0,-0.102,0.293,0.969,0.885,-0.031,-0.061,47.0,-9.0,38.0,1745636148.194219,0.0
11752.0,-0.099,0.294,0.972,0.916,-0.946,0.214,47.0,-9.0,38.0,1745636148.1942194,0.0
11768.0,-0.101,0.296,0.969,0.854,-0.488,0.061,48.0,-9.0,38.0,1745636148.2990537,0.0
11768.0,-0.102,0.292,0.966,0.854,-0.092,-0.092,48.0,-9.0,38.0,1745636148.299054,0.0
11768.0,-0.1,0.29,0.966,0.854,-0.58,0.061,47.0,-9.0,38.0,1745636148.2990544,0.0
11783.0,-0.099,0.292,0.967,0.824,-0.641,0.122,48.0,-9.0,39.0,1745636148.3954768,0.0
11783.0,-0.101,0.293,0.968,0.854,-0.214,0.0,47.0,-9.0,38.0,1745636148.3954775,0.0
11801.0,-0.102,0.294,0.973,0.885,-0.519,0.061,48.0,-9.0,38.0,1745636148.498868,0.0
11801.0,-0.102,0.292,0.976,0.885,-0.641,0.122,47.0,-10.0,39.0,1745636148.4988685,0.0
11801.0,-0.101,0.294,0.966,0.854,-0.366,0.0,48.0,-9.0,39.0,1745636148.4988687,0.0
11817.0,-0.101,0.293,0.963,0.854,-0.427,0.031,48.0,-9.0,38.0,1745636148.6019127,0.0
11817.0,-0.102,0.29,0.966,0.885,-0.58,0.092,47.0,-8.0,38.0,1745636148.6019137,0.0
11834.0,-0.102,0.291,0.967,0.916,-0.427,0.092,48.0,-8.0,38.0,1745636148.7087631,0.0
11834.0,-0.101,0.293,0.974,0.854,-0.305,0.061,46.0,-9.0,38.0,1745636148.7087636,0.0
11834.0,-0.102,0.297,0.973,0.885,-0.702,0.122,47.0,-8.0,40.0,1745636148.708764,0.0
11849.0,-0.099,0.293,0.971,0.854,-0.397,0.031,48.0,-10.0,40.0,1745636148.798417,0.0
11849.0,-0.101,0.289,0.967,0.885,-0.214,-0.031,47.0,-8.0,38.0,1745636148.7984173,0.0
11866.0,-0.103,0.292,0.962,0.885,-0.671,0.122,47.0,-9.0,38.0,1745636148.9010243,0.0
11866.0,-0.099,0.292,0.963,0.854,-0.458,0.122,47.0,-9.0,37.0,1745636148.9010248,0.0
11866.0,-0.101,0.292,0.969,0.824,-0.366,0.061,48.0,-9.0,38.0,1745636148.901025,0.0
11882.0,-0.099,0.294,0.976,0.885,-0.671,0.092,47.0,-9.0,37.0,1745636149.0058768,0.0
11882.0,-0.102,0.293,0.973,0.885,-0.336,-0.061,48.0,-9.0,37.0,1745636149.0058773,0.0
11882.0,-0.103,0.291,0.965,0.793,-0.427,0.031,48.0,-10.0,38.0,1745636149.0058775,0.0
11900.0,-0.1,0.292,0.964,0.793,-0.641,0.153,47.0,-9.0,38.0,1745636149.104826,0.0
11900.0,-0.102,0.29,0.963,0.854,-0.397,0.061,48.0,-10.0,40.0,1745636149.1048265,0.0
11914.0,-0.101,0.296,0.969,0.824,-0.336,0.0,48.0,-9.0,39.0,1745636149.2068987,0.0
11914.0,-0.101,0.297,0.974,0.824,-0.519,0.061,48.0,-9.0,38.0,1745636149.2068996,0.0
11914.0,-0.101,0.293,0.971,0.885,-0.488,0.092,48.0,-8.0,38.0,1745636149.2069004,0.0
11931.0,-0.102,0.289,0.962,0.916,-0.305,0.031,47.0,-8.0,38.0,1745636149.311496,0.0
11931.0,-0.099,0.291,0.964,0.824,-0.458,0.031,47.0,-10.0,38.0,1745636149.3114965,0.0
11931.0,-0.1,0.292,0.964,0.885,-0.58,0.061,47.0,-10.0,39.0,1745636149.3114967,0.0
11947.0,-0.1,0.292,0.969,0.916,-0.305,0.031,47.0,-8.0,38.0,1745636149.4087029,0.0
11947.0,-0.099,0.294,0.974,0.885,-0.519,0.122,48.0,-9.0,38.0,1745636149.4087036,0.0
11967.0,-0.102,0.294,0.967,0.854,-0.549,0.061,47.0,-9.0,38.0,1745636149.5118804,0.0
11967.0,-0.101,0.292,0.964,0.854,-0.305,0.0,47.0,-8.0,37.0,1745636149.5118809,0.0
